,score_phrase,title,url,platform,score,genre,editors_choice,release_year,release_month,release_day
9791,Good,Shining in the Darkness,/games/shining-in-the-darkness/wii-903428,Wii,7.0,RPG,N,2007,9,20
9792,Okay,Juiced 2: Hot Import Nights,/games/juiced-2-hot-import-nights/xbox-360-882487,Xbox 360,6.8,Racing,N,2007,9,20
9793,Great,Jam Sessions,/games/jam-sessions/nds-892095,Nintendo DS,8.0,Music,N,2007,9,20
9794,Great,John Woo Presents Stranglehold,/games/john-woo-presents-stranglehold/pc-813588,PC,8.1,"Action, Adventure",N,2007,9,20
9795,Good,Snoopy the Flying Ace,/games/snoopy-the-flying-ace/cell-823958,Wireless,7.0,"Flight, Action",N,2007,9,20
9796,Great,NHL 2K8,/games/nhl-2k8/ps3-866308,PlayStation 3,8.0,Sports,N,2007,9,19
9797,Bad,Super Thunder Blade,/games/super-thunder-blade/wii-963919,Wii,4.0,"Flight, Action",N,2007,9,19
9798,Good,Penguin Fever,/games/penguin-fever/cell-964946,Wireless,7.3,Puzzle,N,2007,9,19
9799,Okay,Warriors Orochi,/games/warriors-orochi/xbox-360-896607,Xbox 360,6.3,Action,N,2007,9,19
9800,Great,The Sims 2: Bon Voyage,/games/the-sims-2-bon-voyage/pc-952871,PC,8.0,Simulation,N,2007,10,1
9801,Amazing,Final Fantasy Tactics: The War of The Lions,/games/final-fantasy-tactics/psp-869380,PlayStation Portable,9.0,"Strategy, RPG",Y,2007,10,1
9802,Okay,The Settlers: Rise of an Empire,/games/the-settlers-rise-of-an-empire-eastern-realm/pc-902608,PC,6.5,Strategy,N,2007,10,1
9803,Mediocre,Brunswick Pro Bowling,/games/brunswick-pro-bowling/wii-884980,Wii,5.5,Sports,N,2007,10,1
9804,Okay,Cunning Fox Backgammon,/games/cunning-fox-backgammon/cell-2307290,Wireless,6.0,Board,N,2007,9,28
9805,Great,Company of Heroes: Opposing Fronts,/games/company-of-heroes-opposing-fronts/pc-898618,PC,8.8,Strategy,Y,2007,9,28
9806,Okay,Undercover: Operation Wintersun,/games/undercover-operation-wintersun/pc-818363,PC,6.5,Adventure,N,2007,9,28
9807,Awful,Zoey 101: Field Trip Fiasco,/games/zoey-101-field-trip-fiasco/nds-905226,Nintendo DS,3.5,Action,N,2007,9,28
9808,Mediocre,Chameleon,/games/chameleon/nds-843131,Nintendo DS,5.5,Puzzle,N,2007,9,27
9809,Good,Snake Mayhem 2,/games/snake-mayhem-2/cell-956623,Wireless,7.5,"Puzzle, Action",N,2007,9,27
9810,Good,Namco Museum DS,/games/namco-museum-ds/nds-853528,Nintendo DS,7.2,"Action, Compilation",N,2007,9,27
9811,Okay,Go Fish!,/games/go-fish/cell-967165,Wireless,6.5,Card,N,2007,9,27
9812,Okay,Geon: Emotions,/games/geon/xbox-360-949558,Xbox 360,6.8,"Puzzle, Action",N,2007,9,27
9813,Great,NBA '08,/games/nba-08/psp-905979,PlayStation Portable,8.4,Sports,N,2007,9,27
9814,Good,Kirby's Avalanche,/games/kirbys-avalanche/snes-8339,Super NES,7.5,Puzzle,N,2007,9,26
9815,Good,Kirby's Avalanche,/games/kirbys-avalanche/wii-966014,Wii,7.5,Puzzle,N,2007,9,26
9816,Good,NBA '08,/games/nba-08/ps3-905978,PlayStation 3,7.5,Sports,N,2007,9,26
9817,Okay,LocoRoco Cocoreccho!,/games/locoroco-cocoreccho/ps3-892400,PlayStation 3,6.0,"Puzzle, Action",N,2007,9,26
9818,Awful,Ducati World Championship,/games/ducati-world-championship/pc-948351,PC,3.0,Racing,N,2007,9,25
9819,Okay,Galactic Assault: Prisoner of Power,/games/galactic-assault-prisoner-of-power/pc-857881,PC,6.2,Strategy,N,2007,9,25
9820,Amazing,Halo 3 (Collector's Edition),/games/halo-3/xbox-360-872443,Xbox 360,9.5,Shooter,Y,2007,9,25
9821,Okay,Juiced 2: Hot Import Nights,/games/juiced-2-hot-import-nights/ps2-887423,PlayStation 2,6.9,Racing,N,2007,9,25
9822,Good,Reggie Bush Pro Football 2008,/games/reggie-bush-pro-football-2008/cell-966204,Wireless,7.2,Sports,N,2007,9,25
9823,Amazing,Halo 3 (Legendary Edition),/games/halo-3/xbox-360-872442,Xbox 360,9.5,Shooter,Y,2007,9,25
9824,Okay,NHL 2K8,/games/nhl-2k8/ps2-909557,PlayStation 2,6.5,Sports,N,2007,9,25
9825,Unbearable,Spelling Challenges and More!,/games/spelling-challenges-and-more/nds-897806,Nintendo DS,1.5,"Educational, Trivia",N,2007,10,4
9826,Okay,NES Play Action Football,/games/nes-play-action-football/nes-7174,NES,6.0,Sports,N,2007,10,4
9827,Good,Dance Dance Revolution SuperNOVA 2,/games/dance-dance-revolution-supernova-2/ps2-949450,PlayStation 2,7.3,Music,N,2007,10,4
9828,Mediocre,NBA Live 08,/games/nba-live-2008/ps2-900782,PlayStation 2,5.5,Sports,N,2007,10,4
9829,Okay,NBA '08,/games/nba-08/ps2-905980,PlayStation 2,6.0,Sports,N,2007,10,4
9830,Okay,Tetris Splash,/games/tetris-splash/xbox-360-949552,Xbox 360,6.0,Puzzle,N,2007,10,4
9831,Good,Kachinko,/games/kachinko/cell-14208543,Wireless,7.0,Puzzle,N,2007,10,3
9832,Great,Super Mario Bros.: The Lost Levels,/games/super-mario-2-the-lost-levels/wii-963870,Wii,8.5,Platformer,Y,2007,10,3
9833,Okay,NBA Live 08,/games/nba-live-2008/ps3-900781,PlayStation 3,6.9,Sports,N,2007,10,3
9834,Mediocre,Dragon Blade: Wrath of Fire,/games/dragon-blade-wrath-of-fire/wii-924846,Wii,5.6,Action,N,2007,10,3
9835,Good,Are You Smarter Than a 5th Grader?,/games/are-you-smarter-than-a-5th-grader/cell-14208504,Wireless,7.5,Trivia,N,2007,10,3
9836,Bad,Hot PXL,/games/hot-pxl/psp-824985,PlayStation Portable,4.9,Action,N,2007,10,3
9837,Good,Fatal Fury,/games/fatal-fury/ng-7882,NeoGeo,7.0,Fighting,N,2007,10,8
9838,Bad,Spider-Man: Friend or Foe,/games/spider-man-friend-or-foe/wii-864875,Wii,4.9,Action,N,2007,10,8
9839,Great,MLB Power Pros,/games/mlb-power-pros/ps2-954669,PlayStation 2,8.4,"Sports, Action",Y,2007,10,8
9840,Amazing,Folklore,/games/folklore/ps3-826967,PlayStation 3,9.0,Adventure,Y,2007,10,3
9841,Good,NBA 2K8,/games/nba-2k8/xbox-360-866314,Xbox 360,7.9,Sports,N,2007,10,2
9842,Okay,NBA Live 08,/games/nba-live-2008/xbox-360-900780,Xbox 360,6.9,Sports,N,2007,10,2
9843,Amazing,Syphon Filter: Logan's Shadow,/games/syphon-filter-logans-shadow/psp-907107,PlayStation Portable,9.5,Shooter,Y,2007,10,2
9844,Mediocre,I Spy: Fun House,/games/i-spy-fun-house/nds-907931,Nintendo DS,5.0,Action,N,2007,10,2
9845,Good,NBA 2K8,/games/nba-2k8/ps3-866307,PlayStation 3,7.9,Sports,N,2007,10,2
9846,Good,Fatal Fury,/games/fatal-fury/wii-963199,Wii,7.0,Fighting,N,2007,10,8
9847,Awful,Hot Wheels: Beat That!,/games/hot-wheels-beat-that/xbox-360-950016,Xbox 360,3.5,Racing,N,2007,10,8
9848,Awful,Hot Wheels: Beat That!,/games/hot-wheels-beat-that/ps2-950014,PlayStation 2,3.3,Racing,N,2007,10,8
9849,Great,MLB Power Pros,/games/mlb-power-pros/wii-954663,Wii,8.4,"Sports, Action",Y,2007,10,8
9850,Great,Project Gotham Racing 4,/games/project-gotham-racing-4/xbox-360-853087,Xbox 360,8.1,Racing,N,2007,10,8
9851,Great,Diner Dash 2,/games/diner-dash-1-and-2/cell-960041,Wireless,8.0,Action,Y,2007,10,8
9852,Okay,Balls of Fury,/games/balls-of-fury/nds-909122,Nintendo DS,6.5,Sports,N,2007,10,8
9853,Great,Enemy Territory: Quake Wars,/games/enemy-territory-quake-wars/pc-748377,PC,8.5,Shooter,Y,2007,10,2
9854,Good,Chibi-Robo: Park Patrol,/games/chibi-robo-park-patrol/nds-826670,Nintendo DS,7.8,Action,N,2007,10,2
9855,Good,The Sims Bowling,/games/the-sims-bowling/cell-910248,Wireless,7.0,Sports,N,2007,10,2
9856,Amazing,Sin and Punishment: Successor to the Earth,/games/sin-and-punishment-successor-to-the-earth/wii-963871,Wii,9.0,Shooter,Y,2007,10,2
9857,Great,CSI: Miami,/games/csi-miami/cell-965429,Wireless,8.5,Strategy,Y,2007,10,1
9858,Great,FlatOut: Ultimate Carnage,/games/flatout-ultimate-carnage/xbox-360-840485,Xbox 360,8.5,Racing,Y,2007,10,1
9859,Painful,Anubis II,/games/anubis-ii/wii-889279,Wii,2.0,Adventure,N,2007,10,1
9860,Bad,Spider-Man: Friend or Foe,/games/spider-man-friend-or-foe/xbox-360-864876,Xbox 360,4.9,Action,N,2007,10,5
9861,Good,Delta Force,/games/delta-force/cell-958580,Wireless,7.0,Action,N,2007,10,5
9862,Bad,Spider-Man: Friend or Foe,/games/spider-man-friend-or-foe/psp-950065,PlayStation Portable,4.9,Action,N,2007,10,5
9863,Good,Star Wars Battlefront: Renegade Squadron,/games/star-wars-battlefront-renegade-squadron/psp-905515,PlayStation Portable,7.9,Shooter,N,2007,10,5
9864,Great,Line Rider Mobile,/games/line-rider/cell-14209079,Wireless,8.2,Puzzle,Y,2007,10,5
9865,Bad,Spider-Man: Friend or Foe,/games/spider-man-friend-or-foe/ps2-864877,PlayStation 2,4.9,Action,N,2007,10,5
9866,Mediocre,.hack//G.U. Vol.3: Redemption,/games/hackgu-vol3-redemption/ps2-751422,PlayStation 2,5.5,RPG,N,2007,10,5
9867,Bad,Spider-Man: Friend or Foe,/games/spider-man-friend-or-foe/pc-950066,PC,4.9,Action,N,2007,10,5
9868,Bad,The Chosen-- Well of Souls,/games/the-chosen-well-of-souls/pc-947705,PC,4.5,"Action, RPG",N,2007,10,5
9869,Mediocre,.hack//G.U. Vol. 1: Rebirth,/games/hackgu-vol-1-rebirth/ps2-748504,PlayStation 2,5.0,RPG,N,2007,10,5
9870,Good,NBA 2K8,/games/nba-2k8/ps2-947190,PlayStation 2,7.5,Sports,N,2007,10,5
9871,Mediocre,.hack//G.U. Vol. 2: Reminisce,/games/hackgu-vol-2-reminisce/ps2-751421,PlayStation 2,5.5,RPG,N,2007,10,5
9872,Mediocre,NASCAR 08,/games/nascar-08/ps2-895786,PlayStation 2,5.5,Racing,N,2007,10,5
9873,Okay,NES Play Action Football,/games/nes-play-action-football/wii-964743,Wii,6.0,Sports,N,2007,10,4
9874,Painful,Go! Sports Ski,/games/go-sports-ski/ps3-949653,PlayStation 3,2.1,Sports,N,2007,10,4
9875,Bad,Backyard Hockey,/games/backyard-hockey/nds-908128,Nintendo DS,4.0,Sports,N,2007,10,18
9876,Bad,Thrillville: Off the Rails,/games/thrillville-off-the-rails/nds-948271,Nintendo DS,4.5,Simulation,N,2007,10,18
9877,Good,Tony Hawk's Proving Ground,/games/tony-hawks-proving-ground/ps3-906158,PlayStation 3,7.1,Sports,N,2007,10,17
9878,Great,Tony Hawk's Proving Ground,/games/tony-hawks-proving-ground/nds-906161,Nintendo DS,8.0,Sports,N,2007,10,17
9879,Good,Thrillville: Off the Rails,/games/thrillville-off-the-rails/wii-904622,Wii,7.8,Simulation,N,2007,10,17
9880,Good,Nancy Drew: Legend of the Crystal Skull,/games/nancy-drew-legend-of-the-crystal-skull/pc-897787,PC,7.5,Adventure,N,2007,10,17
9881,Good,Tony Hawk's Proving Ground,/games/tony-hawks-proving-ground/xbox-360-906157,Xbox 360,7.1,Sports,N,2007,10,17
9882,Good,Thrillville: Off the Rails,/games/thrillville-off-the-rails/pc-948270,PC,7.9,Simulation,N,2007,10,17
9883,Good,Thrillville: Off the Rails,/games/thrillville-off-the-rails/psp-948269,PlayStation Portable,7.6,Simulation,N,2007,10,17
9884,Good,Thrillville: Off the Rails,/games/thrillville-off-the-rails/ps2-948268,PlayStation 2,7.8,Simulation,N,2007,10,17
9885,Good,Mercury Meltdown Revolution,/games/mercury-meltdown/wii-869393,Wii,7.5,"Puzzle, Action",N,2007,10,17
9886,Good,Everyday Shooter,/games/everyday-shooter/ps3-949626,PlayStation 3,7.9,Shooter,N,2007,10,11
9887,Amazing,Puzzle Quest: Challenge of the Warlords,/games/puzzle-quest-challenge-of-the-warlords/xbox-360-903804,Xbox 360,9.0,Puzzle,Y,2007,10,11
9888,Great,Crash of the Titans,/games/crash-of-the-titans/nds-899192,Nintendo DS,8.0,Action,N,2007,10,10
9889,Good,FIFA Soccer 08,/games/fifa-2008/ps3-842310,PlayStation 3,7.9,Sports,N,2007,10,10
9890,Good,FIFA Soccer 08,/games/fifa-2008/xbox-360-908851,Xbox 360,7.9,Sports,N,2007,10,10
9891,Great,Ninja Gaiden II: The Dark Sword of Chaos,/games/ninja-gaiden-ii-the-dark-sword-of-chaos/nes-7274,NES,8.5,Action,Y,2007,10,15
9892,Good,Rockstar Games Presents Table Tennis,/games/rockstar-games-presents-table-tennis/wii-950891,Wii,7.8,Sports,N,2007,10,15
9893,Great,Ninja Gaiden II: The Dark Sword of Chaos,/games/ninja-gaiden-ii-the-dark-sword-of-chaos/wii-908493,Wii,8.5,Action,Y,2007,10,15
9894,Okay,Crash of the Titans,/games/crash-of-the-titans/xbox-360-899191,Xbox 360,6.5,Action,N,2007,10,17
9895,Good,Thrillville: Off the Rails,/games/thrillville-off-the-rails/xbox-360-948267,Xbox 360,7.9,Simulation,N,2007,10,17
9896,Good,Heroes of Might and Magic V: Tribes of The East,/games/heroes-of-might-and-magic-v-tribes-of-the-east/pc-898412,PC,7.9,Strategy,N,2007,10,17
9897,Unbearable,Balls of Fury,/games/balls-of-fury/wii-904572,Wii,1.2,Sports,N,2007,10,16
9898,Awful,Biker Mice From Mars,/games/biker-mice-from-mars/nds-780389,Nintendo DS,3.0,"Racing, Action",N,2007,10,16
9899,Mediocre,The Legend of Spyro: The Eternal Night,/games/the-legend-of-spyro-the-eternal-night/nds-948712,Nintendo DS,5.5,Platformer,N,2007,10,16
9900,Okay,Crash of the Titans,/games/crash-of-the-titans/wii-899066,Wii,6.5,Action,N,2007,10,16
9901,Okay,Dewy's Adventure,/games/dewys-adventure/wii-882221,Wii,6.8,"Action, Adventure",N,2007,10,16
9902,Painful,Animates,/games/animates/nds-952372,Nintendo DS,2.0,Action,N,2007,10,10
9903,Great,Petz,/games/petz/cell-962494,Wireless,8.5,Simulation,Y,2007,10,10
9904,Okay,Looney Tunes: Duck Amuck,/games/looney-tunes-duck-amuck/nds-900724,Nintendo DS,6.0,Action,N,2007,10,9
9905,Okay,World Heroes,/games/world-heroes/wii-963200,Wii,6.0,Fighting,N,2007,10,9
9906,Great,Team Fortress 2,/games/team-fortress-2/pc-11640,PC,8.9,Shooter,Y,2007,10,9
9907,Okay,Yu-Gi-Oh! GX Tag Force 2,/games/yu-gi-oh-gx-tag-force-2/psp-951218,PlayStation Portable,6.0,Strategy,N,2007,10,9
9908,Great,SEGA Rally Revo,/games/sega-rally-revo/ps3-825458,PlayStation 3,8.0,Racing,N,2007,10,9
9909,Okay,Loki: Heroes of Mythology,/games/loki-heroes-of-mythology/pc-763385,PC,6.0,"Action, RPG",N,2007,10,15
9910,Great,Shinobi III: Return of the Ninja Master,/games/shinobi-iii-return-of-the-ninja-master/wii-954651,Wii,8.0,Action,N,2007,10,15
9911,Awful,Math Play,/games/math-play/nds-925233,Nintendo DS,3.0,"Educational, Puzzle",N,2007,10,12
9912,Good,Garfield's Nightmare,/games/garfields-nightmare/nds-866556,Nintendo DS,7.0,Action,N,2007,10,12
9913,Good,World Series of Poker 2008: Battle for the Bracelets,/games/world-series-of-poker-2008-battle-for-the-bracelets/ps2-948200,PlayStation 2,7.9,Card,N,2007,10,12
9914,Great,Puzzle Quest: Challenge of the Warlords,/games/puzzle-quest-challenge-of-the-warlords/pc-950645,PC,8.6,Puzzle,N,2007,10,12
9915,Okay,Crash of the Titans,/games/crash-of-the-titans/ps2-899065,PlayStation 2,6.5,Action,N,2007,10,16
9916,Great,Every Extend Extra Extreme,/games/every-extend-extra-extreme/xbox-360-891505,Xbox 360,8.5,Shooter,Y,2007,10,16
9917,Bad,Donkey Kong Barrel Blast,/games/dk-bongo-blast/wii-752137,Wii,4.5,"Racing, Action",N,2007,10,15
9918,Amazing,American Popstar: Road to Celebrity,/games/american-popstar/cell-14209494,Wireless,9.0,Simulation,Y,2007,10,15
9919,Mediocre,Flash Focus: Vision Training in Minutes a Day,/games/flash-focus-vision-training-in-minutes-a-day/nds-899492,Nintendo DS,5.5,Educational,N,2007,10,15
9920,Great,Neverwinter Nights 2: Mask of the Betrayer,/games/neverwinter-nights-2-platinum-edition/pc-899695,PC,8.5,RPG,Y,2007,10,15
9921,Amazing,The Orange Box,/games/the-orange-box/pc-877579,PC,9.5,"Compilation, Compilation",Y,2007,10,9
9922,Amazing,Half-Life 2: Episode Two,/games/half-life-2-episode-two/pc-812574,PC,9.4,Shooter,Y,2007,10,9
9923,Great,Portal,/games/portal/pc-842671,PC,8.2,Shooter,N,2007,10,9
9924,Bad,Professional Fisherman's Tour: Northern Hemisphere,/games/professional-fishermans-tour-northern-hemisphere/nds-952398,Nintendo DS,4.5,Hunting,N,2007,10,9
9925,Amazing,The Orange Box,/games/the-orange-box/xbox-360-830467,Xbox 360,9.5,Compilation,Y,2007,10,9
9926,Good,NBA Live 08,/games/nba-live-2008/psp-900785,PlayStation Portable,7.3,Sports,N,2007,10,9
9927,Great,SEGA Rally Revo,/games/sega-rally-revo/pc-825466,PC,8.0,Racing,N,2007,10,9
9928,Bad,Holly Hobbie & Friends,/games/holly-hobbie-friends/nds-887031,Nintendo DS,4.0,Party,N,2007,10,12
9929,Good,Omega Squadron: Annihilation 3D,/games/omega-squadron-annihilation-3d/cell-14210577,Wireless,7.7,Shooter,N,2007,10,12
9930,Good,Tarr Chronicles,/games/tarr-chronicles/pc-893136,PC,7.0,Simulation,N,2007,10,12
9931,Good,World Series of Poker 2008: Battle for the Bracelets,/games/world-series-of-poker-2008-battle-for-the-bracelets/xbox-360-948196,Xbox 360,7.9,Card,N,2007,10,12
9932,Great,Turbo Jet Ski 3D,/games/turbo-jet-ski-3d/cell-14210682,Wireless,8.0,Sports,N,2007,10,12
9933,Good,World Series of Poker 2008: Battle for the Bracelets,/games/world-series-of-poker-2008-battle-for-the-bracelets/ps3-948199,PlayStation 3,7.9,Card,N,2007,10,12
9934,Okay,7 Wonders of the Ancient World,/games/7-wonders/nds-946224,Nintendo DS,6.5,Puzzle,N,2007,10,12
9935,Good,Nancy Drew: The Deadly Secret of Olde World Park,/games/nancy-drew-the-deadly-secret-of-olde-world-park/nds-883505,Nintendo DS,7.0,Adventure,N,2007,10,9
9936,Great,SEGA Rally Revo,/games/sega-rally-revo/xbox-360-825467,Xbox 360,8.0,Racing,N,2007,10,9
9937,Bad,NBA Live 08,/games/nba-live-2008/wii-826440,Wii,4.9,Sports,N,2007,10,9
9938,Awful,Hot Wheels: Beat That!,/games/hot-wheels-beat-that/wii-950015,Wii,3.3,Racing,N,2007,10,8
9939,Painful,Original Frisbee Disc Sports: Ultimate & Golf,/games/frisbee-frisbee-golf/nds-898907,Nintendo DS,2.0,Sports,N,2007,10,8
9940,Bad,Spider-Man: Friend or Foe,/games/spider-man-friend-or-foe/wii-864875,Wii,4.9,Action,N,2007,10,8
9941,Okay,Animal Genius,/games/animal-genius/nds-907943,Nintendo DS,6.5,"Educational, Simulation",N,2007,10,12
9942,Great,The Eye of Judgment,/games/the-eye-of-judgment/ps3-775515,PlayStation 3,8.0,"Card, Battle",N,2007,10,12
9943,Good,Neutopia II,/games/neutopia-ii/wii-909605,Wii,7.5,"Action, RPG",N,2007,10,12
9944,Good,Neutopia II,/games/neutopia-ii/tg16-492192,TurboGrafx-16,7.5,Adventure,N,2007,10,12
9945,Great,Heroes: The Mobile Game,/games/heroes-the-mobile-game/cell-896322,Wireless,8.0,Action,Y,2007,10,11
9946,Bad,Spider-Man: Friend or Foe,/games/spider-man-friend-or-foe/nds-950061,Nintendo DS,4.9,Action,N,2007,10,11
9947,Good,Beautiful Katamari,/games/beautiful-katamari/xbox-360-894217,Xbox 360,7.8,Action,N,2007,10,11
9948,Great,FIFA Soccer 08,/games/fifa-2008/ps2-907773,PlayStation 2,8.7,Sports,N,2007,10,11
9949,Good,SEGA Rally Revo,/games/sega-rally-revo/psp-926462,PlayStation Portable,7.8,Racing,N,2007,10,11
9950,Great,Mega Man ZX Advent,/games/mega-man-zx-advent/nds-900226,Nintendo DS,8.0,Platformer,N,2007,10,23
9951,Mediocre,Cabela's Trophy Bucks,/games/cabelas-trophy-bucks/ps2-948193,PlayStation 2,5.3,Hunting,N,2007,10,23
9952,Okay,Tony Hawk's Proving Ground,/games/tony-hawks-proving-ground/ps2-906159,PlayStation 2,6.9,Sports,N,2007,10,23
9953,Mediocre,Fishing Master,/games/fishing-master/wii-853811,Wii,5.5,Hunting,N,2007,10,22
9954,Mediocre,MotoGP '07,/games/motogp-07/ps2-900225,PlayStation 2,5.5,Racing,N,2007,10,22
9955,Okay,Agatha Christie: Evil Under the Sun,/games/agatha-christie-evil-under-the-sun/pc-895480,PC,6.0,Adventure,N,2007,10,22
9956,Great,Microsoft Flight Simulator X: Acceleration,/games/microsoft-flight-simulator-x-acceleration/pc-953946,PC,8.2,"Flight, Simulation",N,2007,10,22
9957,Amazing,Zack & Wiki: Quest for Barbaros' Treasure,/games/zack-and-wiki-quest-for-barbaros-treasure/wii-893610,Wii,9.0,Adventure,Y,2007,10,22
9958,Mediocre,Ninja JaJaMaru-kun,/games/ninja-jajamaru-kun/wii-864228,Wii,5.0,Action,N,2007,10,22
9959,Good,CSI: Crime Scene Investigation: 3 Dimensions of Murder,/games/csi-crime-scene-investigation-super-pack/ps2-851680,PlayStation 2,7.0,Adventure,N,2007,10,22
9960,Good,Prism: Light the Way,/games/prism-light-the-way/nds-951217,Nintendo DS,7.0,"Puzzle, Adventure",N,2007,10,22
9961,Okay,Flipper Critters,/games/flipper-critters/nds-762866,Nintendo DS,6.5,Pinball,N,2007,10,22
9962,Bad,Betty Boop Double Shift,/games/betty-boop-double-shift/nds-909145,Nintendo DS,4.5,Action,N,2007,10,25
9963,Good,Juiced 2: Hot Import Nights,/games/juiced-2-hot-import-nights/nds-887432,Nintendo DS,7.0,Racing,N,2007,10,25
9964,Good,Puppy Luv: Spa and Resort,/games/pet-luv-spa-resort-tycoon/nds-907940,Nintendo DS,7.0,Simulation,N,2007,10,25
9965,Good,Bonk 3: Bonk's Big Adventure,/games/bonk-3-bonks-big-adventure/wii-909608,Wii,7.5,Platformer,N,2007,10,25
9966,Good,Soul Nomad & The World Eaters,/games/soul-nomad-the-world-eaters/ps2-852891,PlayStation 2,7.5,Strategy,N,2007,10,29
9967,Great,The Witcher,/games/the-witcher/pc-682220,PC,8.5,RPG,Y,2007,10,29
9968,Good,Manhunt 2,/games/manhunt-2/ps2-883116,PlayStation 2,7.5,Action,N,2007,10,29
9969,Okay,CSI: Crime Scene Investigation: Hard Evidence,/games/csi-crime-scene-investigation-hard-evidence/pc-869082,PC,6.1,Adventure,N,2007,10,19
9970,Painful,Master Jin Jin's IQ Challenge,/games/master-jin-jins-iq-challenge/nds-952356,Nintendo DS,2.0,Educational,N,2007,10,19
9971,Great,Crayola Treasure Adventures,/games/crayola-treasure-adventures/nds-893435,Nintendo DS,8.0,Adventure,N,2007,10,19
9972,Okay,CSI: Crime Scene Investigation: Hard Evidence,/games/csi-crime-scene-investigation-hard-evidence/xbox-360-945161,Xbox 360,6.1,Adventure,N,2007,10,19
9973,Great,Naruto: Clash of Ninja Revolution,/games/naruto-clash-of-ninja-revolution/wii-856011,Wii,8.4,Fighting,Y,2007,10,19
9974,Mediocre,Guilty Gear XX Accent Core,/games/guilty-gear-xx-accent-core/wii-902662,Wii,5.9,Fighting,N,2007,10,19
9975,Bad,Super PickUps,/games/super-pickups/ps2-846996,PlayStation 2,4.5,Racing,N,2007,10,19
9976,Great,Ace Combat 6 (Game & ACE-EDGE Flightstick),/games/ace-combat-6-game-ace-edge-flightstick/xbox-360-947268,Xbox 360,8.4,"Flight, Action",Y,2007,10,19
9977,Great,Ace Combat 6: Fires of Liberation,/games/ace-combat-6-game-ace-edge-flightstick/xbox-360-894201,Xbox 360,8.4,"Flight, Action",N,2007,10,19
9978,Mediocre,World Class Baseball,/games/world-class-baseball/wii-964195,Wii,5.5,Sports,N,2007,10,25
9979,Great,Race Driver: Create & Race,/games/race-driver-create-race/nds-901000,Nintendo DS,8.2,Racing,N,2007,10,24
9980,Good,The Sims 2: Castaway,/games/the-sims-2-castaway/wii-908921,Wii,7.5,Simulation,N,2007,10,24
9981,Okay,Lunar Pool,/games/lunar-pool/wii-14212674,Wii,6.0,Sports,N,2007,10,24
9982,Great,Castlevania: The Dracula X Chronicles,/games/castlevania-the-dracula-x-chronicles/psp-882267,PlayStation Portable,8.0,Action,N,2007,10,24
9983,Okay,Lunar Pool,/games/lunar-pool/nes-7455,NES,6.0,Sports,N,2007,10,24
9984,Good,Super Collapse 3,/games/super-collapse-3/psp-898652,PlayStation Portable,7.5,Puzzle,N,2007,10,24
9985,Good,The Sims 2: Castaway,/games/the-sims-2-castaway/ps2-908922,PlayStation 2,7.5,Simulation,N,2007,10,24
9986,Great,Naruto: Rise of a Ninja,/games/naruto-rise-of-a-ninja/xbox-360-821699,Xbox 360,8.4,Adventure,Y,2007,10,29
9987,Great,Guitar Hero III: Legends of Rock,/games/guitar-hero-iii-legends-of-rock/ps3-858010,PlayStation 3,8.9,Music,Y,2007,10,28
9988,Great,Guitar Hero III: Legends of Rock,/games/guitar-hero-iii-legends-of-rock/xbox-360-899096,Xbox 360,8.9,Music,Y,2007,10,28
9989,Awful,Bratz: Movie Starz,/games/bratz-movie-starz/wii-947226,Wii,3.8,Adventure,N,2007,10,26
9990,Mediocre,Clive Barker's Jericho (Special Edition),/games/clive-barkers-jericho/xbox-360-14219494,Xbox 360,5.6,Shooter,N,2007,10,26
9991,Bad,The Cheetah Girls: Pop Star Sensations,/games/the-cheetah-girls-pop-star-sensations/nds-943733,Nintendo DS,4.5,Action,N,2007,10,26
9992,Mediocre,Speedball 2: Brutal Deluxe,/games/speedball-2-brutal-deluxe/xbox-360-14209228,Xbox 360,5.8,"Sports, Action",N,2007,10,26
9993,Good,Tomb Raider Anniversary,/games/tomb-raider-anniversary/xbox-360-944292,Xbox 360,7.6,Adventure,N,2007,10,26
9994,Awful,Bratz: Movie Starz,/games/bratz-movie-starz/ps2-947228,PlayStation 2,3.8,Adventure,N,2007,10,26
9995,Okay,Backyard Basketball,/games/backyard-basketball-887839/nds-949696,Nintendo DS,6.5,Sports,N,2007,10,18
9996,Unbearable,Backyard Football,/games/backyard-football/nds-949697,Nintendo DS,1.5,Sports,N,2007,10,18
9997,Bad,SWAT: Target Liberty,/games/swat-target-liberty/psp-899069,PlayStation Portable,4.5,Shooter,N,2007,10,18
9998,Okay,Juiced 2: Hot Import Nights,/games/juiced-2-hot-import-nights/psp-887426,PlayStation Portable,6.9,Racing,N,2007,10,18
9999,Okay,Fury League,/games/fury-league/pc-823611,PC,6.5,"Action, RPG",N,2007,10,24
10000,Amazing,Ratchet & Clank Future: Tools of Destruction,/games/ratchet-and-clank-future-tools-of-destruction/ps3-819456,PlayStation 3,9.4,Action,Y,2007,10,23
10001,Mediocre,Operation: Vietnam,/games/operation-vietnam/nds-906850,Nintendo DS,5.5,Action,N,2007,10,23
10002,Bad,Tony Hawk's Proving Ground,/games/tony-hawks-proving-ground/wii-906160,Wii,4.0,Sports,N,2007,10,23
10003,Great,Age of Empires III: The Asian Dynasties,/games/age-of-empires-iii-the-asian-dynasties/pc-906796,PC,8.0,Strategy,N,2007,10,23
